,station_id,site_name,year,gs_et,gs_etof,gs_eto,ann_et,ann_etof,ann_eto,mean_gs_flow
31,9209400,"GREEN RIVER NEAR LA BARGE, WY",2015,654.418037918696,0.784831367769036,838.138478696995,709.110554349524,0.705264253121986,1009.74960535769,2346.8907103825136
32,9260000,"LITTLE SNAKE RIVER NEAR LILY, CO",2015,577.568110941919,0.657815223213141,888.293200714794,657.905023751412,0.61124078977464,1086.15950612302,621.1690163934426
33,9302000,"DUCHESNE RIVER NEAR RANDLETT, UT",2015,624.730956304307,0.677494069953607,931.742151578839,718.874300377515,0.624618329237968,1155.99224566344,178.67814207650272
34,9306500,"WHITE RIVER NEAR WATSON, UTAH",2015,546.391201730782,0.609345961864123,920.963112334663,630.942561636983,0.567091685239108,1132.60185812728,889.4371584699453
35,9379500,"SAN JUAN RIVER NEAR BLUFF, UT",2015,550.613738062019,0.546805792137131,1028.01341210763,689.63161909826,0.533452876128031,1312.19197999244,1857.1256830601094
36,9180000,"DOLORES RIVER NEAR CISCO, UT",2016,665.364959436128,0.687445681141049,982.506562108428,764.427706195012,0.62520375073209,1231.68737295759,769.0054644808744
37,9209400,"GREEN RIVER NEAR LA BARGE, WY",2016,632.927589474885,0.735061161594738,862.739707053358,672.068432964933,0.656269848081696,1025.41727121174,1932.5136612021859
38,9260000,"LITTLE SNAKE RIVER NEAR LILY, CO",2016,572.078427093354,0.630841573826597,911.29464861677,610.495320757469,0.562493943779168,1089.4065542741,1130.5507650273225
39,9302000,"DUCHESNE RIVER NEAR RANDLETT, UT",2016,585.086466035125,0.614071664006622,957.215232104016,644.787251748238,0.554571607045474,1165.12635916633,292.79398907103825
40,9306500,"WHITE RIVER NEAR WATSON, UTAH",2016,541.11710776645,0.572030308357355,959.127192805457,598.205464186734,0.520941870493282,1157.61490979257,850.7322404371585
41,9379500,"SAN JUAN RIVER NEAR BLUFF, UT",2016,528.356689971765,0.508256924783751,1071.72610492312,645.721632662599,0.485962943361762,1361.99704461561,2462.185792349727
42,9180000,"DOLORES RIVER NEAR CISCO, UT",2017,617.997895931601,0.635096588989508,989.074232252998,722.029341649675,0.570979029345937,1276.28404345398,1135.4737704918034
43,9209400,"GREEN RIVER NEAR LA BARGE, WY",2017,675.248765946199,0.814526366348804,829.847649629006,709.58226941247,0.713306853317813,995.006268274955,5130.092896174863
44,9260000,"LITTLE SNAKE RIVER NEAR LILY, CO",2017,523.326123275122,0.594410096650701,889.495590477706,588.158336137151,0.537256326007238,1104.33817881611,755.6010928961749
45,9302000,"DUCHESNE RIVER NEAR RANDLETT, UT",2017,559.739783945952,0.60369290075173,933.811157019429,636.647407750293,0.54792819506118,1164.91284969765,714.596174863388
46,9306500,"WHITE RIVER NEAR WATSON, UTAH",2017,472.134740341056,0.517108436079999,938.512383821549,558.584048602779,0.477963868818411,1186.66739825378,666.4535519125683
47,9379500,"SAN JUAN RIVER NEAR BLUFF, UT",2017,524.952234949717,0.492739736707882,1097.93668260054,665.364714770093,0.480794628810908,1420.07167199606,2904.409836065574
48,9180000,"DOLORES RIVER NEAR CISCO, UT",2018,653.682582861365,0.605138268765733,1105.99979097105,741.740418333579,0.55735175680688,1353.14692798315,82.34683060109289
49,9209400,"GREEN RIVER NEAR LA BARGE, WY",2018,685.794853855273,0.757129340571899,908.849872146146,728.848274888017,0.688904664583085,1061.3846095915,3022.814207650273
50,9260000,"LITTLE SNAKE RIVER NEAR LILY, CO",2018,537.727379078073,0.55291894350628,984.592501990386,592.121039507107,0.514592708918981,1163.3609582037,355.73437158469943
51,9302000,"DUCHESNE RIVER NEAR RANDLETT, UT",2018,559.060140702822,0.547349169500521,1035.8090594419,617.562565372864,0.499287233358097,1249.31113516181,64.09672131147542
52,9306500,"WHITE RIVER NEAR WATSON, UTAH",2018,534.288047065094,0.526111746775264,1039.45171239753,594.272440257252,0.487258440087306,1242.0144549946,404.94043715847
53,9379500,"SAN JUAN RIVER NEAR BLUFF, UT",2018,503.407294065163,0.442838369763924,1180.43577666716,595.808192366714,0.413345001980702,1492.95755837749,622.120218579235
54,9180000,"DOLORES RIVER NEAR CISCO, UT",2019,636.987626621855,0.636762849650213,1008.66428752446,708.789867839485,0.580339077680694,1225.56569832989,1621.3879781420765
55,9209400,"GREEN RIVER NEAR LA BARGE, WY",2019,632.922836576799,0.752982832287611,842.207745372594,652.206703171689,0.670490532975905,973.925376631922,2387.3278688524592
56,9260000,"LITTLE SNAKE RIVER NEAR LILY, CO",2019,596.749430036201,0.657720669119003,914.555989691498,638.627315968378,0.598418665557388,1073.23830230664,1041.5911475409835
57,9302000,"DUCHESNE RIVER NEAR RANDLETT, UT",2019,599.53350511324,0.640426226450752,938.815714175796,638.798555151599,0.576782229228828,1106.73614104402,1027.7245901639344
58,9306500,"WHITE RIVER NEAR WATSON, UTAH",2019,531.652861206077,0.571385771668127,947.874240367552,574.365779147086,0.519455611517724,1118.92293336536,1140.9234972677596
59,9379500,"SAN JUAN RIVER NEAR BLUFF, UT",2019,541.201850960062,0.502856350862198,1106.28485935216,634.005692337263,0.474907328993542,1367.87383831064,2821.251366120219
60,9180000,"DOLORES RIVER NEAR CISCO, UT",2020,670.056941023585,0.606170932885836,1123.71380793288,761.293468471048,0.565228682887766,1359.49912054879,211.18196721311477
61,9209400,"GREEN RIVER NEAR LA BARGE, WY",2020,650.192624671939,0.724633929645775,901.149178095626,680.165947306882,0.652825293007947,1045.60274837527,2064.497267759563
62,9260000,"LITTLE SNAKE RIVER NEAR LILY, CO",2020,577.971365282783,0.593007822585138,983.022458528664,628.497361994035,0.549313193225357,1152.90007251412,740.2509289617487
63,9302000,"DUCHESNE RIVER NEAR RANDLETT, UT",2020,590.01781392962,0.571513231558556,1037.63159745636,645.201211209359,0.525469086153993,1230.82740500497,169.1879781420765
64,9306500,"WHITE RIVER NEAR WATSON, UTAH",2020,504.728652933498,0.496734550273912,1040.40490947481,553.989428567972,0.457619708709505,1232.60370731841,508.4016393442623
65,9379500,"SAN JUAN RIVER NEAR BLUFF, UT",2020,507.056415557031,0.429475837013262,1219.85290395738,630.263010865741,0.430386131951263,1503.764906878,967.7814207650273
66,9180000,"DOLORES RIVER NEAR CISCO, UT",2021,617.155315697562,0.614228781091309,1021.84245382461,712.076174733942,0.570456595928678,1261.36240854083,190.048087431694
67,9209400,"GREEN RIVER NEAR LA BARGE, WY",2021,630.283951617821,0.713159898124729,888.392920840078,676.157203369404,0.647057112496876,1050.35530543572,1068.3005464480875
68,9260000,"LITTLE SNAKE RIVER NEAR LILY, CO",2021,518.06959833659,0.556469113519599,942.063294015706,563.677971580016,0.504621706311858,1128.11389559151,236.69158469945353
69,9302000,"DUCHESNE RIVER NEAR RANDLETT, UT",2021,521.802934335196,0.544061355871553,970.51904511938,578.363686249161,0.494802996049908,1176.98889819882,54.98907103825137
70,9306500,"WHITE RIVER NEAR WATSON, UTAH",2021,471.097181575856,0.497696385141243,972.757707480294,520.445325797367,0.45258456027132,1173.18966587236,313.59071038251363
71,9379500,"SAN JUAN RIVER NEAR BLUFF, UT",2021,515.30894293065,0.472593319557625,1127.25641883632,610.775418689673,0.445025549989915,1416.52408599182,948.016393442623
