START_DATE,END_DATE,ET_MEAN,EToF_MEAN,ETo_MEAN,PIXEL_COUNT
2010-01-01,2010-01-31,3.5115288920647014,0.12278869681106691,22.04430615338078,464345
2010-02-01,2010-02-28,3.0367168597374303,0.09730122376933469,28.215806666502314,464242
2010-03-01,2010-03-31,25.089321113859903,0.371003464471308,67.42756340499207,456842
2010-04-01,2010-04-30,38.473696040288914,0.37040971126024114,105.48833515970216,459168
2010-05-01,2010-05-31,61.245003685694876,0.48291646297149066,129.6278263680435,464326
2010-06-01,2010-06-30,99.32948017875032,0.5913899008243289,172.72665439600863,463946
2010-07-01,2010-07-31,121.89224242934807,0.6847544291158071,182.34971360624704,464430
2010-08-01,2010-08-31,101.52887078896588,0.6785775473539529,152.15598353658297,464432
2010-09-01,2010-09-30,67.79876988920326,0.537928670992754,126.45428633749911,464432
2010-10-01,2010-10-31,33.524256057904864,0.4881039390352369,67.70104428016472,464432
2010-11-01,2010-11-30,16.194778104106184,0.437080622686265,37.02095538988729,464432
2010-12-01,2010-12-31,5.800899007668492,0.24428112836412372,23.837704065331526,464432
2011-01-01,2011-01-31,2.501930300270864,0.09666656392909113,21.449500207883293,464428
2011-02-01,2011-02-28,7.623351357247103,0.22736849985986876,32.31934331427319,464424
2011-03-01,2011-03-31,25.770992266812794,0.3606109659610816,69.59350521968659,464406
2011-04-01,2011-04-30,36.043594068770325,0.40585783190865365,87.31234768556685,460626
2011-05-01,2011-05-31,59.258017470456636,0.5218025466785127,113.6675418395915,462406
2011-06-01,2011-06-30,102.9073914366626,0.6110185223471599,169.69986699380132,464406
2011-07-01,2011-07-31,121.10515723328652,0.7400723920590486,165.3937006407083,464428
2011-08-01,2011-08-31,112.07250087911746,0.7265048763361822,155.60076360524997,464432
2011-09-01,2011-09-30,69.24745503504977,0.6341046227825851,109.57195460848692,464432
2011-10-01,2011-10-31,40.84082341159174,0.5900598689678781,68.71181647548666,464432
2011-11-01,2011-11-30,21.31270638426236,0.5880658366617428,35.5687422664297,461001
2011-12-01,2011-12-31,8.894215892856918,0.5000541769453921,20.510363887748834,459706
2012-01-01,2012-01-31,6.944897485873239,0.2622380554421718,25.134935612929162,463448
2012-02-01,2012-02-29,5.063340456585379,0.1438827779609906,35.04341395907118,458012
2012-03-01,2012-03-31,26.827416832674302,0.3424564648776742,80.21399961199403,458947
2012-04-01,2012-04-30,67.24903641908944,0.5789299570514179,118.00821429866883,463069
2012-05-01,2012-05-31,84.7361638752322,0.5494743675620978,158.51867301929582,464342
2012-06-01,2012-06-30,103.23089296647366,0.5272949445242774,200.78470612702318,464215
2012-07-01,2012-07-31,93.75722389650296,0.5605445384559732,171.09923738209497,464219
2012-08-01,2012-08-31,88.99091015022098,0.5707598906745761,156.3074957863788,439972
2012-09-01,2012-09-30,61.35390078057552,0.526018867942045,116.13798108546447,451086
2012-10-01,2012-10-31,43.080845355427094,0.5169111253973764,83.45068593662629,454714
2012-11-01,2012-11-30,16.435930905737624,0.3779754296872511,45.2321876461819,461586
2012-12-01,2012-12-31,8.567195458627992,0.2935566880943904,29.904468807354807,463708
2013-01-01,2013-01-31,1.622664643343171,0.06639784329035835,20.479667921032064,464028
2013-02-01,2013-02-28,3.6568219152664057,0.123285456698605,26.98873290834998,463648
2013-03-01,2013-03-31,16.365589022557444,0.2576249295480883,62.659072528147625,459209
2013-04-01,2013-04-30,42.271746162289226,0.4520662977515737,93.43279427270774,459210
2013-05-01,2013-05-31,81.2151211133434,0.5709789597488366,144.66140667243658,461609
2013-06-01,2013-06-30,102.00201158751302,0.5373330400665661,193.4023317306596,463506
2013-07-01,2013-07-31,102.53061898559129,0.6092114312283574,171.07079982449966,463632
2013-08-01,2013-08-31,83.48574061300748,0.6393327352162569,132.01217416052495,455675
2013-09-01,2013-09-30,59.22238963211758,0.6853322696822587,88.49976902398676,463797
2013-10-01,2013-10-31,42.10742987018297,0.6501286339516451,64.5195510660485,464116
2013-11-01,2013-11-30,17.7516684500076,0.49668018844797135,36.17465393252313,464297
2013-12-01,2013-12-31,4.474778836598483,0.2040341233236986,19.713350863661958,463932
2014-01-01,2014-01-31,7.409260879624365,0.2641688188443751,30.49163965547035,463607
2014-02-01,2014-02-28,14.14945738644084,0.2985024262130516,46.337766359488846,462837
2014-03-01,2014-03-31,38.407771791074104,0.45509300455873075,84.38482225676326,458965
2014-04-01,2014-04-30,54.30252617246038,0.5070588757464226,108.60738775058716,460758
2014-05-01,2014-05-31,84.99323072919118,0.5800677466333521,150.74125896984992,463714
2014-06-01,2014-06-30,100.02729594514417,0.5787392418952823,178.5410711655381,464284
2014-07-01,2014-07-31,108.166657754838,0.6058253470735591,181.58012732718154,464430
2014-08-01,2014-08-31,81.3234123517515,0.6696503856732204,124.47174712598995,464432
2014-09-01,2014-09-30,60.63130265890611,0.6075925593921655,100.47107797448646,464432
2014-10-01,2014-10-31,45.97104731601619,0.6119444924057305,74.59133594596014,464432
2014-11-01,2014-11-30,22.531375140155628,0.5332412461863391,42.569990796770576,464398
2014-12-01,2014-12-31,8.189579129770486,0.35844840443475556,22.679666530098142,464257
2015-01-01,2015-01-31,6.325695105275647,0.2256831405402666,27.65121828303689,464366
2015-02-01,2015-02-28,17.960856228619935,0.3686305595190239,49.370178890450674,464245
2015-03-01,2015-03-31,47.43561777149834,0.5289954272391076,88.94550236755477,462532
2015-04-01,2015-04-30,56.56764918051503,0.5087215444933937,112.10893476111136,448579
2015-05-01,2015-05-31,71.80922873657805,0.6136021688311114,118.3271046570835,463431
2015-06-01,2015-06-30,133.384253712691,0.7425394904110549,182.64914989529495,464432
2015-07-01,2015-07-31,133.70387206535605,0.791117973494195,172.04892067169357,464432
2015-08-01,2015-08-31,115.76142344721752,0.7625781805626795,153.62306634036204,464432
2015-09-01,2015-09-30,70.09153866720817,0.5952348800160567,117.70672299925894,464432
2015-10-01,2015-10-31,45.5075588645564,0.6005483836393807,75.39239799675431,464432
2015-11-01,2015-11-30,17.20155545398526,0.4585336289336928,37.64834188031203,463988
2015-12-01,2015-12-31,5.444966355227426,0.24315720257901724,20.63675569420357,464348
2016-01-01,2016-01-31,2.4439661842679588,0.09415999555534245,21.99746851524129,464394
2016-02-01,2016-02-29,9.026678450024184,0.20694158303381566,42.648708709049686,464353
2016-03-01,2016-03-31,25.10706975581823,0.32598632329082056,77.13927493081137,463646
2016-04-01,2016-04-30,46.305053295629726,0.4425880268415109,102.17214425321725,437207
2016-05-01,2016-05-31,70.07588621109355,0.5413874391150597,130.78908347533655,464299
2016-06-01,2016-06-30,133.38200409378632,0.7134104103287205,189.57031861208276,464346
2016-07-01,2016-07-31,133.6737002704157,0.6885939382200231,196.40086119443933,464432
2016-08-01,2016-08-31,94.99813671522885,0.6228392098825595,153.2219461168148,464432
2016-09-01,2016-09-30,66.28613189160863,0.6079365198041192,109.26496433855591,464365
2016-10-01,2016-10-31,43.18880756610212,0.5637863204278535,75.9073324704318,463394
2016-11-01,2016-11-30,16.153623963308394,0.4064703388592924,40.85157624247198,464072
2016-12-01,2016-12-31,6.982425522308174,0.28753931851878606,25.270030893290066,464428
2017-01-01,2017-01-31,3.3292239395615146,0.15638329573568466,20.019009590042963,464404
2017-02-01,2017-02-28,8.636083798615248,0.22056678950675895,39.776438897829955,464362
2017-03-01,2017-03-31,32.549475481514534,0.38336404951019826,84.59162833894139,464366
2017-04-01,2017-04-30,44.70075434108484,0.43241833202394603,102.14356756436936,462613
2017-05-01,2017-05-31,75.15819499095234,0.5357293896438651,140.11606275257716,463442
2017-06-01,2017-06-30,119.61094216427092,0.6411782967502629,189.35820520787152,461849
2017-07-01,2017-07-31,109.62181445839599,0.642122240095195,172.88571129321608,464229
2017-08-01,2017-08-31,102.25079270419644,0.6951516772734847,148.39594574649576,464337
2017-09-01,2017-09-30,65.56005045982283,0.638625370643632,103.86947227476338,464419
2017-10-01,2017-10-31,43.84770661665413,0.5633509793946353,77.15138010050086,464411
2017-11-01,2017-11-30,20.780679543447903,0.40179956042926535,51.829876729699095,463531
2017-12-01,2017-12-31,11.641503711535485,0.32319951505123523,34.883493245553886,463819
2018-01-01,2018-01-31,5.867303017287185,0.1981308382635207,29.716149160148298,464048
2018-02-01,2018-02-28,10.734909855974736,0.24115748967046124,45.595033005584085,463576
2018-03-01,2018-03-31,16.538079131962125,0.22134481453927787,77.0579881527375,455111
2018-04-01,2018-04-30,47.06641792898204,0.40572928542075626,118.3420888383292,447210
2018-05-01,2018-05-31,89.68616888615995,0.6053121344617918,152.51981698970116,463439
2018-06-01,2018-06-30,115.43910507668437,0.5696961991417112,208.41487765236928,464260
2018-07-01,2018-07-31,115.47954903728935,0.6094776223895377,191.7616796862649,464432
2018-08-01,2018-08-31,93.87739094734263,0.5660590724655448,167.05658319509007,464432
2018-09-01,2018-09-30,67.96943192032028,0.49025781522646655,138.73809826232107,464432
2018-10-01,2018-10-31,31.40918002110827,0.5274233180102588,59.094863669797746,464432
2018-11-01,2018-11-30,20.996805099623952,0.5290528222569093,39.488025605962264,462283
2018-12-01,2018-12-31,4.791221491153799,0.22900586090200736,21.66073704805353,464241
2019-01-01,2019-01-31,3.6252726215914732,0.14715539525514537,21.933175290420426,464208
2019-02-01,2019-02-28,4.058418784740661,0.14063857468046542,27.378611659493643,464265
2019-03-01,2019-03-31,11.421108464808539,0.20212375651984185,57.005107773874485,464186
2019-04-01,2019-04-30,41.120637993117164,0.37803578324883025,105.61771063339505,460860
2019-05-01,2019-05-31,64.80945246728444,0.5425388590700034,117.84249945738016,464196
2019-06-01,2019-06-30,106.82655171263191,0.6497596869208464,164.5265577454849,462979
2019-07-01,2019-07-31,136.71432853485996,0.7271406524357537,189.6734787234844,463573
2019-08-01,2019-08-31,125.84733862616564,0.7592669177629193,166.69037261497456,464431
2019-09-01,2019-09-30,82.9546871559244,0.693367502213626,120.51772379543101,464431
2019-10-01,2019-10-31,42.17064759532681,0.5640632581300082,74.04669607398583,464431
2019-11-01,2019-11-30,14.3760539631569,0.38233629391399787,39.27760199735351,464314
2019-12-01,2019-12-31,5.752326214453457,0.26152858941549223,22.305263778485156,463205
2020-01-01,2020-01-31,2.889156822374886,0.13853674459271773,21.658425070916792,461835
2020-02-01,2020-02-29,8.376417708010393,0.20320778844838702,39.51845124442922,457023
2020-03-01,2020-03-31,24.566479001604502,0.35502544666846814,69.29607755856223,463008
2020-04-01,2020-04-30,58.58014871043859,0.5296129465705771,111.63784096082922,463843
2020-05-01,2020-05-31,89.80929355424361,0.5872642234902009,154.91929671532637,464312
2020-06-01,2020-06-30,114.27263704162462,0.6599475638489282,176.5023958965183,464354
2020-07-01,2020-07-31,118.68163622530277,0.6078762000348338,197.6477050063861,464432
2020-08-01,2020-08-31,98.02509225180748,0.5402088330161723,181.98326600555833,464432
2020-09-01,2020-09-30,58.74528789088172,0.481249285321192,121.69244335725871,464432
2020-10-01,2020-10-31,51.97519150961636,0.5447982928593214,93.3521986087984,464432
2020-11-01,2020-11-30,12.36965463675161,0.3104620973399119,39.843049370756766,464402
2020-12-01,2020-12-31,7.178446245421225,0.2971383191325069,22.87783715783346,464196
2021-01-01,2021-01-31,5.863577614620605,0.23244925118631332,22.724604897531407,463497
2021-02-01,2021-02-28,7.80995111468933,0.1980804507338936,39.37545548230189,464029
2021-03-01,2021-03-31,14.866131751441095,0.22193018247784393,70.75453978278296,462996
2021-04-01,2021-04-30,43.97463081256713,0.40743308580949494,110.34403433759147,462915
2021-05-01,2021-05-31,73.50138749948174,0.502955076630496,149.13678501102325,464169
2021-06-01,2021-06-30,105.5206987431116,0.5461962792190471,196.07042642958484,464383
2021-07-01,2021-07-31,105.49566794101891,0.5842837168017819,183.48804639526645,464432
2021-08-01,2021-08-31,91.34570226210795,0.577393318977674,160.11490894912833,464432
2021-09-01,2021-09-30,69.49262872215516,0.6244530960066625,111.30904936670865,464432
2021-10-01,2021-10-31,32.78294828566118,0.5379554603498247,60.16409030101281,464427
2021-11-01,2021-11-30,19.593866115296443,0.46717968136455523,45.201229516929175,461605
2021-12-01,2021-12-31,8.569408545764363,0.31685065775148835,28.421471645192565,463442
