START_DATE,END_DATE,ET_MEAN,EToF_MEAN,ETo_MEAN,PIXEL_COUNT
2010-01-01,2010-01-31,1.517334308645484,0.08115244770374871,18.229913932216117,736248
2010-02-01,2010-02-28,1.3582152180821274,0.05807341668964965,22.876407322758794,734207
2010-03-01,2010-03-31,15.80088071978878,0.285392331954674,54.99872670891105,736397
2010-04-01,2010-04-30,34.61723043618961,0.42793796463996076,80.88951207508771,734902
2010-05-01,2010-05-31,50.387371131948626,0.5311671292076469,94.68844328182666,735128
2010-06-01,2010-06-30,93.00573955435475,0.698705293017672,133.8263685648878,735656
2010-07-01,2010-07-31,145.9395386844689,0.8413206874938054,174.0593228266375,735908
2010-08-01,2010-08-31,128.49870590399436,0.825610893873572,156.30795034006212,736334
2010-09-01,2010-09-30,77.28685005223055,0.6052250004898206,127.9556597965947,736334
2010-10-01,2010-10-31,35.188278209816495,0.4705197127845232,74.04169526374375,736324
2010-11-01,2010-11-30,11.460131432097802,0.3699547132574826,30.212291736621758,736321
2010-12-01,2010-12-31,2.049453217748406,0.12729731556479057,15.964331526796919,735532
2011-01-01,2011-01-31,0.8390461118104725,0.054286143920064506,14.498259392638492,736319
2011-02-01,2011-02-28,2.645677910401121,0.12189915813729164,21.035798987142837,736406
2011-03-01,2011-03-31,6.01124457364838,0.1530193404413722,38.71687064265022,736335
2011-04-01,2011-04-30,24.536840313374903,0.44044004564390393,55.73290413337174,735910
2011-05-01,2011-05-31,41.465997458193534,0.4733272286294043,87.97366747656024,734764
2011-06-01,2011-06-30,90.30922528303307,0.6615319520636308,136.7530669463033,736349
2011-07-01,2011-07-31,152.670525032689,0.9066926979547756,168.47934365730896,736327
2011-08-01,2011-08-31,141.23532680429412,0.867403446556019,163.53853981474492,736118
2011-09-01,2011-09-30,73.1262027529676,0.6385128808906547,115.05060381516195,736385
2011-10-01,2011-10-31,32.053387800125016,0.47499536765204375,67.44790853516417,736391
2011-11-01,2011-11-30,6.262316149607241,0.2643236667791942,23.370656832270054,735912
2011-12-01,2011-12-31,1.8995764865297313,0.11356314964717913,16.44073381469657,732291
2012-01-01,2012-01-31,2.103291472821152,0.10788149973518285,18.945389832746372,734031
2012-02-01,2012-02-29,3.695295980649248,0.17935412916737256,20.01832052407303,733033
2012-03-01,2012-03-31,20.387716731247863,0.3615524962176804,56.75273800108176,730959
2012-04-01,2012-04-30,42.23568798583643,0.4524861384460294,94.54701901328092,730295
2012-05-01,2012-05-31,63.073834364019504,0.5291123570707515,120.60499886712063,735499
2012-06-01,2012-06-30,120.5134194741539,0.7301679399805167,165.98174594883255,733908
2012-07-01,2012-07-31,130.95530723704283,0.7894186430388577,166.1936022908187,732951
2012-08-01,2012-08-31,121.32416681017696,0.6979377592451835,174.00758025775113,734951
2012-09-01,2012-09-30,75.15404292936937,0.6022392636349364,124.54742107292768,733442
2012-10-01,2012-10-31,44.04962201493029,0.567528286677773,77.29171943331583,731112
2012-11-01,2012-11-30,7.202294693404884,0.2014242662658899,36.122857791992125,699471
2012-12-01,2012-12-31,1.0280817355148,0.06283543400857201,15.998277310614272,728195
2013-01-01,2013-01-31,1.1086336233045364,0.05871801356392155,18.301208167805854,735057
2013-02-01,2013-02-28,2.537704135442669,0.11966511632337512,20.61408474577531,735338
2013-03-01,2013-03-31,9.000721986834309,0.19910714923593198,44.38489114318208,732875
2013-04-01,2013-04-30,24.153035128265273,0.3654083865164556,66.10077519359028,728416
2013-05-01,2013-05-31,59.232669468312025,0.4924692766811809,120.47032886209861,734020
2013-06-01,2013-06-30,119.31270738131514,0.72183139971974,166.24355120395774,736206
2013-07-01,2013-07-31,141.10036476275496,0.8424604956256547,168.04439161508182,736312
2013-08-01,2013-08-31,109.02152900016391,0.7557063340374484,145.03026428636088,736262
2013-09-01,2013-09-30,56.717910743969384,0.6949882115750339,81.83070477564733,736395
2013-10-01,2013-10-31,34.353696780158344,0.6308760302024704,54.05852725776937,736313
2013-11-01,2013-11-30,11.208407508244692,0.42699281818831164,26.414554102869364,736353
2013-12-01,2013-12-31,1.4328861704817746,0.10435557235013479,14.065424192825741,736323
2014-01-01,2014-01-31,4.351056684861242,0.16184023925842575,26.640574430197823,736121
2014-02-01,2014-02-28,5.492621841344857,0.21341755305360663,25.221721203648837,736359
2014-03-01,2014-03-31,16.550249815644708,0.29960725325623105,54.33536840107327,736149
2014-04-01,2014-04-30,33.82305055531856,0.4151960997731903,81.37382570895122,735596
2014-05-01,2014-05-31,80.24122456763747,0.6502238285462297,123.3991727494238,733924
2014-06-01,2014-06-30,114.9896924953405,0.8382738417852279,137.55693881115906,735767
2014-07-01,2014-07-31,160.0073501802394,0.9633096900210216,166.47713697446792,735751
2014-08-01,2014-08-31,110.74370866014209,0.9579901088273379,116.36740879558594,736346
2014-09-01,2014-09-30,77.37854567921993,0.7874065201534858,98.52732203570706,736379
2014-10-01,2014-10-31,49.75599998538695,0.6756202498933125,73.51442636176402,736399
2014-11-01,2014-11-30,11.812311529716503,0.3713748746129946,31.349011209325056,736292
2014-12-01,2014-12-31,2.227818177976675,0.11551045978349248,18.92541373722457,736322
2015-01-01,2015-01-31,1.9586826930902748,0.08327214046474932,22.629771700777187,736402
2015-02-01,2015-02-28,6.857523816048193,0.18770522335989118,34.87494360816135,736406
2015-03-01,2015-03-31,29.509588863029485,0.4256268085857886,69.02525246469085,736372
2015-04-01,2015-04-30,42.1958606084428,0.47809147965214577,89.24157281308217,736286
2015-05-01,2015-05-31,66.86590017110217,0.6665709066526189,100.4797436646787,735546
2015-06-01,2015-06-30,142.1396580691488,0.9072165445622251,157.14951815219356,736049
2015-07-01,2015-07-31,142.7061551906257,0.982477686705958,145.98928536583074,736193
2015-08-01,2015-08-31,128.56156460338974,0.854719575070448,151.55796257216684,736356
2015-09-01,2015-09-30,83.57920787984874,0.6887354348008954,121.70376127731936,736388
2015-10-01,2015-10-31,48.45985339758933,0.6745623134887745,72.1148143445725,736405
2015-11-01,2015-11-30,13.956131220652074,0.484270265577182,28.669624055414832,736398
2015-12-01,2015-12-31,2.4367032930889607,0.14498435162339024,16.445238590784278,736389
2016-01-01,2016-01-31,1.0297280565186653,0.05099198452279777,19.599363731438938,736388
2016-02-01,2016-02-29,6.378918303295535,0.16050347050779576,37.87934084477559,736343
2016-03-01,2016-03-31,13.069313444240613,0.23269734850922075,54.872103519629256,736293
2016-04-01,2016-04-30,27.729520039593794,0.3156823054076725,88.34721380349043,732150
2016-05-01,2016-05-31,59.27912580765255,0.554980452996026,106.91796849012128,736206
2016-06-01,2016-06-30,155.35715419467004,0.9407287593940826,165.39186102928045,735904
2016-07-01,2016-07-31,161.40366813150038,0.9130277836786781,177.0044502831655,736317
2016-08-01,2016-08-31,126.23999423643399,0.7980744676582177,158.52921590938757,736326
2016-09-01,2016-09-30,70.39258173941842,0.670948178220234,105.72441861714863,736398
2016-10-01,2016-10-31,32.700710419186365,0.5360914159398531,60.893572454268956,736391
2016-11-01,2016-11-30,16.108496932182305,0.45427870126920783,35.19136787877189,736159
2016-12-01,2016-12-31,2.605644418976024,0.16820374605224125,15.159067043478606,736359
2017-01-01,2017-01-31,0.3845351750476018,0.02450852916708208,14.780585213312383,736286
2017-02-01,2017-02-28,0.4823126989512453,0.016583720516658865,28.633924345631012,736307
2017-03-01,2017-03-31,12.98957025657199,0.22324938372118483,57.25992805723592,736140
2017-04-01,2017-04-30,36.97015323094523,0.45519895409291056,80.83579595451742,734741
2017-05-01,2017-05-31,79.60430517592975,0.6542149146658623,121.29374954618545,736092
2017-06-01,2017-06-30,140.38515339656945,0.9209490342430917,152.6378332222413,736201
2017-07-01,2017-07-31,163.29983847939758,0.9976418974028114,163.93627356665985,735629
2017-08-01,2017-08-31,139.90618232621893,0.9544512762152786,147.22351505731623,735607
2017-09-01,2017-09-30,77.56634774710885,0.8316576570833166,93.66765244482553,736371
2017-10-01,2017-10-31,37.96102481572307,0.5316328622681786,70.36712507312491,736395
2017-11-01,2017-11-30,9.837852826999649,0.2875539130951802,33.49585066273077,736398
2017-12-01,2017-12-31,10.692279576105012,0.33725554587521644,31.009145182954466,736403
2018-01-01,2018-01-31,7.284150728575367,0.2602163431390602,26.15082321212813,736330
2018-02-01,2018-02-28,7.199969982763817,0.2298779731948432,30.131425057933043,736300
2018-03-01,2018-03-31,16.47837672810428,0.32461738477864904,51.52851916225846,735666
2018-04-01,2018-04-30,33.224013592354815,0.38660383250215363,87.16175384215406,736228
2018-05-01,2018-05-31,86.18529847009818,0.7004113517271672,123.10289409490976,735614
2018-06-01,2018-06-30,139.9187175521998,0.8803704014754362,159.80332232915092,735522
2018-07-01,2018-07-31,172.41371709462948,0.9615944417199763,179.62224806536804,735749
2018-08-01,2018-08-31,135.6007656356525,0.8465643333716426,160.8448456224482,736284
2018-09-01,2018-09-30,91.77758939141752,0.661286935406516,138.65901867366335,736329
2018-10-01,2018-10-31,27.041052315423766,0.4488309972624589,59.78386784484624,736367
2018-11-01,2018-11-30,10.858313932466,0.38826021949032413,28.242813735367054,735147
2018-12-01,2018-12-31,1.3209517964757378,0.0790002425571728,16.51881273762841,735881
2019-01-01,2019-01-31,1.6677122628828227,0.08270975719948327,19.746820957934997,735854
2019-02-01,2019-02-28,1.145463362495346,0.0531365695960907,20.861136941722087,736300
2019-03-01,2019-03-31,7.165276539507667,0.166053096536746,42.777736531291204,735969
2019-04-01,2019-04-30,25.346694250200326,0.3215860308773807,78.85224233138452,733733
