date,year,month,min_cfs,max_cfs,mean_cfs,median_cfs,Q25_cfs
1980-01,1980,01,120.0,200.0,162.41935483870967,165.0,145.0
1980-02,1980,02,145.0,345.0,265.2413793103448,280.0,190.0
1980-03,1980,03,151.0,348.0,226.83870967741936,194.0,168.0
1980-04,1980,04,70.0,366.0,199.3,167.0,124.25
1980-05,1980,05,147.0,1520.0,527.1935483870968,344.0,277.0
1980-06,1980,06,632.0,5620.0,2777.1666666666665,2870.0,1572.5
1980-07,1980,07,76.0,1450.0,381.7096774193548,210.0,88.5
1980-08,1980,08,42.0,201.0,84.38709677419355,75.0,52.0
1980-09,1980,09,96.0,924.0,246.1,177.0,152.5
1980-10,1980,10,116.0,765.0,296.0967741935484,297.0,173.5
1980-11,1980,11,317.0,434.0,368.96666666666664,346.0,336.25
1980-12,1980,12,407.0,611.0,526.5806451612904,575.0,436.0
1981-01,1981,01,209.0,460.0,338.16129032258067,300.0,286.0
1981-02,1981,02,101.0,404.0,265.9642857142857,282.5,138.25
1981-03,1981,03,88.0,211.0,170.48387096774192,183.0,163.0
1981-04,1981,04,41.0,168.0,101.66666666666667,93.5,70.75
1981-05,1981,05,54.0,955.0,205.41935483870967,153.0,118.0
1981-06,1981,06,51.0,2560.0,913.4,458.5,79.25
1981-07,1981,07,51.0,158.0,76.90322580645162,70.0,57.5
1981-08,1981,08,48.0,93.0,66.0,64.0,55.5
1981-09,1981,09,43.0,192.0,83.8,72.0,52.0
1981-10,1981,10,75.0,597.0,227.80645161290323,196.0,147.0
1981-11,1981,11,133.0,304.0,174.43333333333334,145.0,139.25
1981-12,1981,12,220.0,404.0,311.80645161290323,318.0,281.5
1982-01,1982,01,290.0,530.0,445.4193548387097,477.0,365.0
1982-02,1982,02,370.0,920.0,630.3571428571429,640.0,515.0
1982-03,1982,03,424.0,670.0,564.9354838709677,610.0,487.0
1982-04,1982,04,224.0,796.0,551.2,582.5,454.0
1982-05,1982,05,294.0,3400.0,1073.6774193548388,750.0,461.0
1982-06,1982,06,1500.0,3480.0,2462.3333333333335,2585.0,1910.0
1982-07,1982,07,140.0,2650.0,762.4516129032259,487.0,248.0
1982-08,1982,08,118.0,373.0,187.48387096774192,166.0,141.5
1982-09,1982,09,145.0,2820.0,545.9,351.5,186.0
1982-10,1982,10,1240.0,1900.0,1404.516129032258,1390.0,1300.0
1982-11,1982,11,764.0,1480.0,1025.3333333333333,988.5,911.75
1982-12,1982,12,874.0,1050.0,984.0645161290323,997.0,960.0
