date,year,month,min_cfs,max_cfs,mean_cfs,median_cfs,Q25_cfs
1990-05,1990,05,276.0,1150.0,513.741935483871,374.0,328.0
1990-06,1990,06,266.0,1910.0,1033.8,1025.0,605.5
1990-07,1990,07,207.0,581.0,358.258064516129,355.0,297.5
1990-08,1990,08,136.0,288.0,182.1290322580645,167.0,145.0
1990-09,1990,09,167.0,333.0,227.76666666666668,236.5,176.25
1990-10,1990,10,305.0,660.0,402.83870967741933,379.0,365.5
1990-11,1990,11,306.0,439.0,380.53333333333336,386.0,369.5
1990-12,1990,12,192.0,472.0,288.6774193548387,260.0,240.0
1991-01,1991,01,266.0,340.0,295.4193548387097,298.0,281.5
1991-02,1991,02,304.0,440.0,370.92857142857144,376.0,332.5
1991-03,1991,03,363.0,588.0,442.51612903225805,435.0,384.0
1991-04,1991,04,334.0,890.0,451.06666666666666,365.0,355.25
1991-05,1991,05,570.0,2110.0,1320.3225806451612,1330.0,745.0
1991-06,1991,06,611.0,2340.0,1632.0333333333333,1720.0,1320.0
1991-07,1991,07,394.0,883.0,565.2258064516129,545.0,474.5
1991-08,1991,08,330.0,637.0,419.258064516129,407.0,380.0
1991-09,1991,09,250.0,490.0,360.4,370.0,310.0
1991-10,1991,10,299.0,482.0,353.51612903225805,341.0,333.5
1991-11,1991,11,338.0,677.0,529.4,523.5,471.0
1991-12,1991,12,267.0,450.0,322.2258064516129,315.0,292.0
1992-01,1992,01,237.0,385.0,293.0,283.0,267.5
1992-02,1992,02,380.0,520.0,462.2068965517241,478.0,418.0
1992-03,1992,03,474.0,880.0,632.0967741935484,615.0,524.5
1992-04,1992,04,403.0,999.0,589.3333333333334,598.0,435.75
1992-05,1992,05,1070.0,1670.0,1269.032258064516,1250.0,1140.0
1992-06,1992,06,364.0,1190.0,661.9666666666667,658.0,441.0
1992-07,1992,07,231.0,952.0,495.7741935483871,474.0,340.5
1992-08,1992,08,154.0,399.0,294.2903225806452,306.0,255.0
1992-09,1992,09,163.0,890.0,363.23333333333335,243.5,189.25
1992-10,1992,10,281.0,561.0,351.35483870967744,342.0,332.5
1992-11,1992,11,227.0,528.0,390.8333333333333,404.0,380.75
1992-12,1992,12,210.0,407.0,294.2903225806452,270.0,245.0
1993-01,1993,01,200.0,410.0,298.5483870967742,290.0,247.5
1993-02,1993,02,260.0,470.0,353.75,350.0,320.0
1993-03,1993,03,320.0,1520.0,701.8387096774194,620.0,510.0
1993-04,1993,04,633.0,1600.0,811.5,722.5,687.0
1993-05,1993,05,1060.0,4570.0,2569.3548387096776,2410.0,1265.0
1993-06,1993,06,1950.0,3740.0,2719.6666666666665,2660.0,2230.0
1993-07,1993,07,460.0,2090.0,1074.3870967741937,921.0,756.5
1993-08,1993,08,267.0,733.0,494.51612903225805,487.0,462.0
1993-09,1993,09,281.0,541.0,404.53333333333336,409.0,382.5
1993-10,1993,10,272.0,708.0,500.741935483871,506.0,442.5
1993-11,1993,11,258.0,528.0,428.06666666666666,437.0,416.5
1993-12,1993,12,265.0,527.0,364.2258064516129,341.0,295.0
1994-01,1994,01,220.0,430.0,317.9032258064516,305.0,300.0
1994-02,1994,02,220.0,450.0,335.7142857142857,342.5,285.0
1994-03,1994,03,356.0,469.0,417.38709677419354,424.0,399.5
1994-04,1994,04,363.0,822.0,496.26666666666665,412.0,401.5
1994-05,1994,05,416.0,1120.0,798.1612903225806,832.0,647.5
1994-06,1994,06,205.0,1290.0,532.2333333333333,363.5,272.5
1994-07,1994,07,145.0,261.0,188.5483870967742,186.0,167.5
1994-08,1994,08,65.0,291.0,141.58064516129033,141.0,109.0
1994-09,1994,09,158.0,325.0,228.1,231.0,193.75
1994-10,1994,10,329.0,410.0,363.3225806451613,360.0,348.5
1994-11,1994,11,160.0,377.0,279.23333333333335,320.0,180.0
1994-12,1994,12,140.0,200.0,175.96774193548387,180.0,162.5
1995-01,1995,01,150.0,270.0,181.38709677419354,170.0,160.0
1995-02,1995,02,340.0,485.0,416.60714285714283,420.0,407.5
1995-03,1995,03,320.0,440.0,376.2903225806452,380.0,355.0
1995-04,1995,04,285.0,597.0,450.3333333333333,473.5,365.75
1995-05,1995,05,639.0,2280.0,1517.8064516129032,1610.0,1095.0
1995-06,1995,06,2180.0,4660.0,3333.3333333333335,3340.0,3092.5
1995-07,1995,07,947.0,3590.0,2433.1290322580644,2700.0,1750.0
1995-08,1995,08,451.0,922.0,608.4516129032259,580.0,533.5
1995-09,1995,09,429.0,800.0,516.6,520.0,500.0
1995-10,1995,10,470.0,721.0,549.3548387096774,538.0,518.0
1995-11,1995,11,439.0,562.0,485.2,481.0,470.0
1995-12,1995,12,215.0,506.0,396.7096774193548,437.0,340.0
1996-01,1996,01,350.0,430.0,393.2903225806452,390.0,377.5
1996-02,1996,02,370.0,520.0,416.2068965517241,415.0,390.0
1996-03,1996,03,360.0,721.0,490.5806451612903,485.0,390.0
1996-04,1996,04,598.0,1130.0,810.8,758.5,636.5
1996-05,1996,05,974.0,3190.0,1922.5806451612902,1880.0,1550.0
1996-06,1996,06,1160.0,2340.0,1817.3333333333333,1860.0,1597.5
1996-07,1996,07,464.0,1090.0,706.1612903225806,690.0,547.0
1996-08,1996,08,281.0,535.0,358.6774193548387,345.0,306.5
1996-09,1996,09,238.0,547.0,399.2,432.0,291.25
1996-10,1996,10,440.0,608.0,501.61290322580646,494.0,462.0
1996-11,1996,11,456.0,662.0,543.4,536.5,511.75
1996-12,1996,12,183.0,594.0,453.19354838709677,489.0,407.5
1997-01,1997,01,220.0,665.0,402.51612903225805,380.0,321.5
1997-02,1997,02,300.0,470.0,406.42857142857144,430.0,360.0
1997-03,1997,03,400.0,1770.0,774.6451612903226,650.0,537.0
1997-04,1997,04,522.0,1110.0,712.2333333333333,655.5,611.5
1997-05,1997,05,991.0,3020.0,2134.8709677419356,2250.0,1770.0
1997-06,1997,06,1580.0,3890.0,2833.6666666666665,2760.0,2482.5
1997-07,1997,07,732.0,1470.0,928.5806451612904,841.0,768.0
1997-08,1997,08,679.0,1360.0,820.8387096774194,761.0,718.5
1997-09,1997,09,596.0,3120.0,1135.1,692.0,628.5
1997-10,1997,10,796.0,1120.0,920.1612903225806,906.0,851.0
1997-11,1997,11,409.0,832.0,715.8666666666667,731.5,692.75
1997-12,1997,12,311.0,691.0,559.9354838709677,562.0,510.0
1998-01,1998,01,335.0,500.0,413.0,410.0,390.0
1998-02,1998,02,430.0,759.0,527.3928571428571,514.0,470.0
1998-03,1998,03,454.0,1540.0,781.3548387096774,648.0,549.5
1998-04,1998,04,1000.0,1980.0,1265.3333333333333,1165.0,1082.5
1998-05,1998,05,2290.0,3820.0,3013.548387096774,3030.0,2765.0
1998-06,1998,06,2090.0,3310.0,2513.3333333333335,2365.0,2230.0
1998-07,1998,07,808.0,2110.0,1246.1935483870968,1160.0,957.5
1998-08,1998,08,480.0,1030.0,625.7741935483871,557.0,515.5
1998-09,1998,09,327.0,547.0,454.73333333333335,477.5,410.0
1998-10,1998,10,513.0,738.0,635.1612903225806,628.0,609.0
1998-11,1998,11,478.0,648.0,561.7333333333333,555.5,532.75
1998-12,1998,12,312.0,745.0,513.6451612903226,495.0,462.0
1999-01,1999,01,405.0,520.0,468.4516129032258,470.0,450.0
1999-02,1999,02,380.0,608.0,461.75,435.0,410.0
1999-03,1999,03,499.0,626.0,557.0,553.0,523.5
1999-04,1999,04,489.0,1160.0,669.5666666666667,568.5,543.25
1999-05,1999,05,947.0,2940.0,1625.8064516129032,1270.0,1165.0
1999-06,1999,06,1030.0,3130.0,2089.0,2090.0,1887.5
1999-07,1999,07,548.0,956.0,714.258064516129,680.0,645.0
1999-08,1999,08,426.0,708.0,543.8709677419355,554.0,493.5
1999-09,1999,09,282.0,576.0,419.6,382.0,369.25
1999-10,1999,10,393.0,505.0,441.64516129032256,437.0,422.0
1999-11,1999,11,328.0,548.0,449.3,460.0,437.5
1999-12,1999,12,345.0,452.0,403.93548387096774,407.0,395.0
2000-01,2000,01,370.0,520.0,456.61290322580646,475.0,432.5
2000-02,2000,02,380.0,470.0,418.48275862068965,410.0,390.0
2000-03,2000,03,413.0,503.0,435.35483870967744,431.0,423.0
2000-04,2000,04,404.0,1300.0,646.4,669.0,478.5
2000-05,2000,05,860.0,2820.0,1552.5483870967741,1440.0,1110.0
2000-06,2000,06,455.0,3020.0,1046.8333333333333,754.0,536.75
2000-07,2000,07,179.0,408.0,285.741935483871,281.0,239.5
2000-08,2000,08,61.0,475.0,201.1290322580645,170.0,105.0
2000-09,2000,09,187.0,578.0,349.73333333333335,347.5,248.25
2000-10,2000,10,380.0,443.0,400.0967741935484,398.0,390.5
2000-11,2000,11,249.0,423.0,335.8666666666667,328.5,305.5
2000-12,2000,12,205.0,345.0,301.2258064516129,309.0,290.0
2001-01,2001,01,262.0,371.0,330.0967741935484,330.0,319.0
2001-02,2001,02,360.0,407.0,380.60714285714283,378.5,367.75
2001-03,2001,03,403.0,655.0,486.96774193548384,470.0,448.0
2001-04,2001,04,408.0,1040.0,544.4666666666667,496.0,435.0
2001-05,2001,05,892.0,2150.0,1537.225806451613,1580.0,1140.0
2001-06,2001,06,420.0,1880.0,999.6666666666666,921.5,505.75
2001-07,2001,07,240.0,569.0,368.38709677419354,385.0,307.5
2001-08,2001,08,225.0,565.0,293.48387096774195,266.0,244.0
2001-09,2001,09,193.0,378.0,264.2,259.0,220.5
2001-10,2001,10,273.0,542.0,381.03225806451616,390.0,337.0
2001-11,2001,11,248.0,387.0,339.8666666666667,359.5,326.5
2001-12,2001,12,213.0,305.0,237.16129032258064,224.0,219.0
2002-01,2002,01,290.0,360.0,314.2903225806452,309.0,300.0
2002-02,2002,02,300.0,362.0,328.82142857142856,325.0,312.75
2002-03,2002,03,284.0,627.0,433.741935483871,410.0,348.0
2002-04,2002,04,445.0,635.0,524.5666666666667,522.5,481.0
2002-05,2002,05,308.0,677.0,447.741935483871,452.0,361.0
2002-06,2002,06,56.1,454.0,187.12,136.0,90.45
2002-07,2002,07,18.8,153.0,73.09354838709677,67.6,49.6
2002-08,2002,08,55.4,149.0,100.67096774193548,101.0,80.95
2002-09,2002,09,67.0,384.0,207.17999999999998,235.5,100.25
2002-10,2002,10,286.0,386.0,317.6774193548387,315.0,292.5
2002-11,2002,11,220.0,389.0,312.1,314.0,304.0
2002-12,2002,12,105.0,375.0,223.70967741935485,220.0,185.0
2003-01,2003,01,220.0,500.0,354.6774193548387,345.0,295.0
2003-02,2003,02,165.0,758.0,360.67857142857144,355.0,304.5
2003-03,2003,03,290.0,993.0,388.0,336.0,306.0
2003-04,2003,04,323.0,732.0,460.3333333333333,465.0,353.25
2003-05,2003,05,426.0,3300.0,1360.8387096774193,792.0,592.5
2003-06,2003,06,732.0,3950.0,1870.5666666666666,1540.0,1267.5
2003-07,2003,07,187.0,686.0,357.9032258064516,291.0,246.0
2003-08,2003,08,100.0,269.0,169.61290322580646,164.0,149.0
2003-09,2003,09,150.0,536.0,305.6,306.5,254.75
2003-10,2003,10,283.0,335.0,301.51612903225805,300.0,294.5
2003-11,2003,11,295.0,446.0,360.93333333333334,362.0,355.0
2003-12,2003,12,250.0,405.0,319.80645161290323,310.0,267.5
2004-01,2004,01,245.0,260.0,249.83870967741936,250.0,245.0
2004-02,2004,02,250.0,378.0,307.55172413793105,270.0,255.0
2004-03,2004,03,289.0,503.0,376.9032258064516,380.0,342.5
2004-04,2004,04,389.0,692.0,532.5333333333333,535.0,466.25
2004-05,2004,05,672.0,1480.0,1033.483870967742,1000.0,842.0
2004-06,2004,06,403.0,1190.0,724.4666666666667,693.5,573.25
2004-07,2004,07,215.0,506.0,324.7741935483871,305.0,244.5
2004-08,2004,08,93.6,337.0,148.93870967741935,125.0,115.0
2004-09,2004,09,125.0,474.0,245.13333333333333,199.5,166.25
2004-10,2004,10,340.0,442.0,380.258064516129,382.0,353.5
2004-11,2004,11,330.0,427.0,389.46666666666664,388.0,378.25
2004-12,2004,12,192.0,480.0,326.2258064516129,321.0,266.0
2005-01,2005,01,330.0,1590.0,493.83870967741933,410.0,388.5
2005-02,2005,02,259.0,474.0,349.32142857142856,342.5,316.75
2005-03,2005,03,308.0,462.0,378.03225806451616,378.0,361.0
2005-04,2005,04,367.0,1050.0,631.1333333333333,485.0,419.75
2005-05,2005,05,818.0,2860.0,1586.032258064516,1290.0,1015.0
2005-06,2005,06,1630.0,3120.0,2160.6666666666665,2160.0,1975.0
2005-07,2005,07,396.0,1510.0,735.9354838709677,674.0,468.0
2005-08,2005,08,304.0,550.0,397.51612903225805,393.0,348.5
2005-09,2005,09,232.0,510.0,327.6333333333333,305.5,285.0
2005-10,2005,10,389.0,615.0,484.48387096774195,475.0,451.5
2005-11,2005,11,339.0,494.0,426.8,424.5,414.25
2005-12,2005,12,325.0,600.0,459.8709677419355,475.0,376.0
2006-01,2006,01,335.0,575.0,452.80645161290323,450.0,402.5
2006-02,2006,02,288.0,478.0,396.60714285714283,408.5,371.25
2006-03,2006,03,341.0,981.0,465.51612903225805,411.0,369.5
2006-04,2006,04,461.0,1700.0,948.6333333333333,935.5,611.5
2006-05,2006,05,1620.0,2770.0,2090.3225806451615,2000.0,1830.0
2006-06,2006,06,516.0,2290.0,1336.0666666666666,1365.0,736.25
2006-07,2006,07,348.0,743.0,487.38709677419354,465.0,422.0
2006-08,2006,08,275.0,525.0,364.83870967741933,357.0,322.0
2006-09,2006,09,194.0,743.0,379.1666666666667,341.0,253.0
2006-10,2006,10,462.0,1100.0,639.2258064516129,574.0,541.0
2006-11,2006,11,340.0,540.0,459.26666666666665,462.0,443.5
2006-12,2006,12,240.0,439.0,330.741935483871,310.0,275.0
2007-01,2007,01,200.0,340.0,261.19354838709677,260.0,240.0
2007-02,2007,02,250.0,320.0,291.92857142857144,290.0,280.0
2007-03,2007,03,218.0,847.0,603.0967741935484,695.0,485.0
2007-04,2007,04,675.0,994.0,810.8333333333334,812.5,751.5
2007-05,2007,05,951.0,1840.0,1376.8387096774193,1440.0,1125.0
2007-06,2007,06,359.0,1170.0,768.5333333333333,826.5,539.75
2007-07,2007,07,242.0,404.0,335.4193548387097,332.0,310.5
2007-08,2007,08,157.0,534.0,275.5483870967742,251.0,218.0
2007-09,2007,09,195.0,520.0,315.8,267.5,219.25
2007-10,2007,10,411.0,592.0,463.0967741935484,449.0,429.5
2007-11,2007,11,260.0,411.0,342.3333333333333,360.0,297.5
2007-12,2007,12,210.0,270.0,245.16129032258064,250.0,240.0
2008-01,2008,01,220.0,260.0,241.61290322580646,240.0,235.0
2008-02,2008,02,240.0,270.0,253.79310344827587,250.0,250.0
2008-03,2008,03,240.0,598.0,363.2258064516129,290.0,260.0
2008-04,2008,04,426.0,842.0,588.2333333333333,571.0,472.75
2008-05,2008,05,860.0,3600.0,1766.032258064516,1450.0,1210.0
2008-06,2008,06,1990.0,3390.0,2530.6666666666665,2470.0,2267.5
2008-07,2008,07,553.0,1930.0,948.5806451612904,770.0,636.0
2008-08,2008,08,241.0,715.0,447.0,440.0,346.0
2008-09,2008,09,254.0,506.0,376.73333333333335,375.0,344.25
2008-10,2008,10,405.0,479.0,437.83870967741933,439.0,428.0
2008-11,2008,11,374.0,460.0,422.0,421.0,409.25
2008-12,2008,12,233.0,440.0,347.1290322580645,335.0,279.0
2009-01,2009,01,195.0,369.0,272.51612903225805,257.0,242.5
2009-02,2009,02,344.0,689.0,430.89285714285717,410.5,374.75
2009-03,2009,03,391.0,564.0,458.64516129032256,451.0,417.0
2009-04,2009,04,438.0,1210.0,619.4,534.0,485.5
2009-05,2009,05,1200.0,3210.0,2179.032258064516,2210.0,1910.0
2009-06,2009,06,1340.0,2250.0,1805.6666666666667,1740.0,1620.0
2009-07,2009,07,395.0,1240.0,699.4516129032259,607.0,446.0
2009-08,2009,08,184.0,406.0,263.96774193548384,231.0,206.5
2009-09,2009,09,154.0,444.0,300.0,305.5,199.0
2009-10,2009,10,381.0,497.0,433.83870967741933,428.0,419.0
2009-11,2009,11,341.0,434.0,399.1333333333333,406.0,383.5
2009-12,2009,12,184.0,313.0,218.6451612903226,217.0,201.0
2010-01,2010,01,239.0,384.0,297.64516129032256,279.0,254.5
2010-02,2010,02,280.0,458.0,359.32142857142856,343.0,314.25
2010-03,2010,03,428.0,575.0,486.4193548387097,475.0,461.0
2010-04,2010,04,527.0,1230.0,724.4,646.0,548.5
2010-05,2010,05,660.0,2390.0,1187.8709677419354,966.0,820.0
2010-06,2010,06,495.0,3200.0,1682.8333333333333,1785.0,836.75
2010-07,2010,07,253.0,539.0,390.93548387096774,424.0,313.5
2010-08,2010,08,205.0,588.0,376.83870967741933,393.0,330.5
2010-09,2010,09,139.0,266.0,202.5,203.0,191.25
2010-10,2010,10,225.0,598.0,363.19354838709677,345.0,327.5
2010-11,2010,11,242.0,483.0,414.2,428.5,406.0
2010-12,2010,12,217.0,516.0,401.2903225806452,411.0,390.0
2011-01,2011,01,218.0,520.0,408.0,460.0,345.0
2011-02,2011,02,310.0,700.0,479.64285714285717,490.0,367.5
2011-03,2011,03,501.0,913.0,664.7741935483871,705.0,544.5
2011-04,2011,04,494.0,948.0,711.2666666666667,651.5,624.5
2011-05,2011,05,698.0,3350.0,1673.6129032258063,1740.0,1023.0
2011-06,2011,06,3370.0,4980.0,4363.333333333333,4455.0,4145.0
2011-07,2011,07,1090.0,4680.0,2696.451612903226,2530.0,1610.0
2011-08,2011,08,457.0,1210.0,738.5806451612904,685.0,534.5
2011-09,2011,09,434.0,614.0,508.23333333333335,496.0,484.5
2011-10,2011,10,479.0,668.0,585.5806451612904,586.0,571.5
2011-11,2011,11,469.0,661.0,556.9,555.0,531.25
2011-12,2011,12,303.0,578.0,439.741935483871,460.0,406.5
2012-01,2012,01,360.0,525.0,419.51612903225805,410.0,394.5
2012-02,2012,02,326.0,450.0,390.8965517241379,397.0,370.0
2012-03,2012,03,322.0,592.0,496.61290322580646,521.0,453.0
2012-04,2012,04,453.0,1010.0,669.9666666666667,648.5,605.75
2012-05,2012,05,443.0,691.0,559.0645161290323,551.0,509.5
2012-06,2012,06,47.2,486.0,226.97333333333333,181.0,112.5
2012-07,2012,07,37.0,392.0,209.3548387096774,222.0,197.0
2012-08,2012,08,120.0,314.0,180.48387096774192,175.0,145.5
2012-09,2012,09,115.0,341.0,171.4,148.5,130.25
2012-10,2012,10,250.0,362.0,311.7741935483871,322.0,278.0
2012-11,2012,11,308.0,379.0,346.8333333333333,346.0,340.5
2012-12,2012,12,195.0,370.0,288.61290322580646,307.0,219.0
2013-01,2013,01,190.0,330.0,232.51612903225808,210.0,198.5
2013-02,2013,02,290.0,325.0,307.32142857142856,307.5,300.0
2013-03,2013,03,266.0,603.0,388.9032258064516,370.0,325.5
2013-04,2013,04,313.0,495.0,367.46666666666664,359.5,343.0
2013-05,2013,05,525.0,1600.0,1113.6451612903227,1120.0,749.5
2013-06,2013,06,277.0,1430.0,806.4,834.0,431.25
2013-07,2013,07,140.0,465.0,280.0967741935484,284.0,232.5
2013-08,2013,08,80.6,295.0,194.36451612903227,216.0,143.5
2013-09,2013,09,72.7,499.0,301.12333333333333,320.5,218.75
2013-10,2013,10,287.0,600.0,441.3225806451613,436.0,404.5
2013-11,2013,11,332.0,447.0,386.1333333333333,383.5,360.25
2013-12,2013,12,120.0,400.0,258.96774193548384,250.0,205.0
2014-01,2014,01,130.0,340.0,216.7741935483871,200.0,185.0
2014-02,2014,02,160.0,560.0,392.85714285714283,410.0,347.5
2014-03,2014,03,386.0,530.0,427.2258064516129,411.0,402.5
2014-04,2014,04,373.0,1360.0,727.8333333333334,614.0,430.25
2014-05,2014,05,762.0,2910.0,1633.5483870967741,1440.0,1050.0
2014-06,2014,06,958.0,3290.0,1914.0666666666666,1825.0,1302.5
2014-07,2014,07,535.0,885.0,679.9677419354839,665.0,593.0
2014-08,2014,08,433.0,695.0,542.5483870967741,551.0,485.5
2014-09,2014,09,367.0,733.0,478.93333333333334,459.5,420.0
2014-10,2014,10,441.0,948.0,561.0,539.0,518.0
2014-11,2014,11,355.0,589.0,478.1666666666667,500.5,421.75
2014-12,2014,12,190.0,506.0,422.258064516129,449.0,412.5
2015-01,2015,01,185.0,480.0,359.19354838709677,350.0,320.0
2015-02,2015,02,373.0,540.0,451.67857142857144,437.0,416.5
2015-03,2015,03,396.0,622.0,483.19354838709677,464.0,418.0
2015-04,2015,04,592.0,832.0,685.2666666666667,669.5,650.25
2015-05,2015,05,904.0,2020.0,1434.967741935484,1440.0,1240.0
2015-06,2015,06,869.0,2550.0,1927.5,2075.0,1600.0
2015-07,2015,07,406.0,1090.0,699.2258064516129,719.0,620.0
2015-08,2015,08,107.0,395.0,236.70967741935485,244.0,155.0
2015-09,2015,09,213.0,502.0,362.8666666666667,367.5,324.25
2015-10,2015,10,326.0,569.0,403.7741935483871,385.0,363.5
2015-11,2015,11,358.0,612.0,430.8,422.0,409.75
2015-12,2015,12,141.0,439.0,340.7741935483871,341.0,311.5
2016-01,2016,01,135.0,472.0,311.9032258064516,320.0,273.5
2016-02,2016,02,394.0,678.0,509.41379310344826,512.0,443.0
2016-03,2016,03,422.0,697.0,517.8387096774194,511.0,476.5
2016-04,2016,04,443.0,943.0,666.6,661.0,501.0
2016-05,2016,05,761.0,2320.0,1637.8387096774193,1690.0,1475.0
2016-06,2016,06,760.0,2320.0,1664.5,1680.0,1282.5
2016-07,2016,07,295.0,987.0,580.8064516129032,528.0,479.5
2016-08,2016,08,143.0,567.0,245.4516129032258,236.0,211.5
2016-09,2016,09,220.0,495.0,312.1333333333333,278.0,257.25
2016-10,2016,10,367.0,470.0,409.16129032258067,406.0,391.0
2016-11,2016,11,328.0,461.0,398.5,400.0,382.25
2016-12,2016,12,244.0,428.0,333.03225806451616,340.0,297.0
2017-01,2017,01,162.0,434.0,330.80645161290323,336.0,264.0
2017-02,2017,02,324.0,514.0,428.85714285714283,431.5,411.0
2017-03,2017,03,360.0,580.0,460.1290322580645,414.0,388.0
2017-04,2017,04,494.0,986.0,672.8666666666667,657.5,548.0
2017-05,2017,05,570.0,1530.0,993.1290322580645,1050.0,719.5
2017-06,2017,06,682.0,2030.0,1378.4333333333334,1355.0,1080.0
2017-07,2017,07,329.0,653.0,475.16129032258067,476.0,410.0
2017-08,2017,08,167.0,408.0,271.64516129032256,286.0,234.0
2017-09,2017,09,111.0,463.0,216.13333333333333,212.5,146.25
2017-10,2017,10,381.0,628.0,450.8709677419355,430.0,407.0
2017-11,2017,11,338.0,426.0,380.8333333333333,377.5,371.0
2017-12,2017,12,223.0,428.0,275.19354838709677,264.0,245.0
2018-01,2018,01,221.0,302.0,243.93548387096774,240.0,230.0
2018-02,2018,02,256.0,338.0,301.17857142857144,298.0,285.5
2018-03,2018,03,319.0,580.0,379.0967741935484,388.0,329.0
2018-04,2018,04,384.0,778.0,480.93333333333334,456.5,416.25
2018-05,2018,05,701.0,1360.0,1028.3225806451612,1040.0,913.5
2018-06,2018,06,244.0,934.0,458.03333333333336,335.0,294.0
2018-07,2018,07,64.4,290.0,189.97096774193548,221.0,132.0
2018-08,2018,08,27.4,207.0,112.06451612903226,110.0,60.2
2018-09,2018,09,119.0,196.0,156.46666666666667,156.0,137.25
2018-10,2018,10,197.0,546.0,372.1290322580645,347.0,335.5
2018-11,2018,11,241.0,377.0,305.43333333333334,316.5,275.75
2018-12,2018,12,138.0,373.0,267.48387096774195,268.0,233.0
2019-01,2019,01,130.0,409.0,279.258064516129,253.0,226.0
2019-02,2019,02,224.0,646.0,366.07142857142856,329.5,300.25
2019-03,2019,03,313.0,719.0,496.61290322580646,492.0,447.0
2019-04,2019,04,456.0,1580.0,668.5333333333333,520.5,496.0
2019-05,2019,05,1070.0,1860.0,1333.5483870967741,1310.0,1190.0
2019-06,2019,06,1130.0,4180.0,2503.6666666666665,2605.0,2235.0
2019-07,2019,07,692.0,3200.0,1611.9354838709678,1380.0,859.5
2019-08,2019,08,182.0,685.0,409.03225806451616,412.0,256.5
